RecordedDate,ResponseId,Duration,age,age_group,region,region_group,locality,gender,education,education_grouped,nationality,trust_president_Q7_1,trust_gov_Q7_2,putin_approve_Q8,president_candidate_Q9,street_action_Q10,law_Q11,protest_authorization_Q12_1,protest_arrest_participants_Q12_2,protest_arrest_organizers_Q12_3,media_foreign_websites_Q13_1,media_surveilliance_Q13_2,media_foreign_agents_Q13_3,navalny_Q14,citizen_proud_Q15,protest_participate_authorized_Q16_1,protest_participate_unauthorized_Q16_2,follow_politics_Q17,information_source_Q18,tv_channels_Q19,tv_channels_grouped_Q19,trust_regional_federal_Q20,list_experiment_control_Q21_v1,list_experiment_treatment_Q21_v2,group_experiment_v1_admin,group_experiment_v1_protesters,group_experiment_v1_police,group_experiment_v2_admin,group_experiment_v2_protesters,group_experiment_v2_police,group_experiment_v3_admin,group_experiment_v3_protesters,group_experiment_v3_police,group_experiment_v4_admin,group_experiment_v4_protesters,group_experiment_v4_police,group_experiment_v5_admin,group_experiment_v5_protesters,group_experiment_v5_police,group_experiment_v6_admin,group_experiment_v6_protesters,group_experiment_v6_police,group_experiment_v7_admin,group_experiment_v7_protesters,group_experiment_v7_police,group_experiment_v8_admin,group_experiment_v8_protesters,group_experiment_v8_police,protest_attitude_Q23,family_finance_today_Q24,russian_economy_Q25,personal_wealth_Q26,trust_others_Q27,type,list_exp_treatment,list_exp_response,weights,direct
2023-07-26T15:55:55Z,R_6lKH9Up1CQaAEVj,245,47,4,Санкт-Петербург,Moscow/St Petersburg,Санкт-Петербург,1,Высшее образование (бакалавриат / специалитет),1,Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Не одобряю,Владимир Путин,4,no_answer,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Скорее оправданно,Не слышали о таком,Не слышали о таком,Не одобряю,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Очень редко,Телевидение,"НТВ ,СТС",Other,Скорее федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Определенно, одобряю","Скорее, одобряю","Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",Скорее не согласны,13,1,2,0.2428593785317998,0
2023-07-26T15:55:57Z,R_2dzplLjDi4DuWkJ,456,58,5,Санкт-Петербург,Moscow/St Petersburg,Санкт-Петербург,2,Высшее образование (бакалавриат / специалитет),1,Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,4,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,РБК ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал ,ОТР ,Russia Today ,ТВ Центр  ,ТНТ ,ТВ-3 ,СТС",Watches Channel 1,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Определенно, одобряю","Определенно, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, и готовы принять участие","Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного хуже, чем раньше",Практически ничего не изменилось,Скорее согласны,19,1,2,1.3648235951536096,1
2023-07-26T15:55:59Z,R_5Bmcuq40Scu362B,284,35,3,Мурманская область,Other,В городе 500 тыс.-1 млн. жителей,2,Высшее образование (бакалавриат / специалитет),1,Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,3,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Скорее оправданно,no_answer,Скорее не оправдано,Не слышали о таком,no_answer,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Узнаю новости от родственников и знакомых,"Россия 1/Россия 24 ,Первый канал ,ТВ Центр ",Watches Channel 1,Скорее федеральным,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,no_answer,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",no_answer,Практически ничего не изменилось,Скорее согласны,11,0,0,0.39773054961888926,1
2023-07-26T15:56:03Z,R_33y78MGoSq4gOzv,457,30,2,Тюменская область,Other,В городе 500 тыс.-1 млн. жителей,2,Высшее образование (магистратура),1,Русские,Скорее не доверяют,Скорее не доверяют,no_answer,no_answer,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Полностью не оправдано,Скорее оправданно,Скорее не оправдано,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Социальные сети и мессенджеры,"ТНТ ,ТВ-3 ,СТС",Other,Скорее региональным,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, не одобряю",no_answer,"Определенно, не одобряю",NA,NA,NA,NA,NA,NA,no_answer,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше",Практически ничего не изменилось,Скорее согласны,7,0,0,0.36844799993394833,0
2023-07-26T15:56:04Z,R_3iqIRcBZDnbWxrr,257,34,2,Москва,Moscow/St Petersburg,Москва,2,Высшее образование (бакалавриат / специалитет),1,Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Одобряю,no_answer,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее не оправдано,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Скорее согласны,no_answer,no_answer,Постоянно,Интернет-ресурсы,Ничего из перечисленного,Other,no_answer,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, не одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного хуже, чем раньше",Скорее согласны,7,1,2,0.36844799993394833,1
2023-07-26T15:56:12Z,R_WrnPmb9DvkV2v7j,150,31,2,Москва,Moscow/St Petersburg,Москва,2,Высшее образование (бакалавриат / специалитет),1,Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,Очень редко,Интернет-ресурсы,no_answer,Other,no_answer,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",no_answer,no_answer,no_answer,7,0,0,0.36844799993394833,0
2023-07-26T15:56:24Z,R_1IK200ygdXh3kDp,292,38,3,Челябинская область,Other,В городе 250-500 тыс. жителей,2,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",no_answer,Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,no_answer,Не одобряю,Скорее согласны,no_answer,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Пятый канал ,ТНТ",Watches Channel 1,Федеральным,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю",no_answer,"Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,Скорее не согласны,12,0,2,2.0184189449619825,1
2023-07-26T15:56:31Z,R_1dylNGViU7zLWhn,429,28,2,Челябинская область,Other,В городе 500 тыс.-1 млн. жителей,2,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Полностью доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,3,"Подчиняться закону во всех случаях, без исключений",no_answer,Скорее оправданно,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда",Watches Channel 1,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Определенно, не одобряю","Скорее, не одобряю",NA,NA,NA,Не поддерживаете,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",no_answer,8,0,1,1.2668184180132978,1
2023-07-26T15:56:49Z,R_3KpvaKOxDDzgHvi,427,29,2,Ростовская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),2,Высшее образование (бакалавриат / специалитет),1,Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,3,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,no_answer,no_answer,Скорее оправданно,Скорее оправданно,Скорее не оправдано,Не одобряю,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",no_answer,Иногда,Телевидение,"Первый канал ,НТВ ,ТНТ",Watches Channel 1,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю",no_answer,"Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны,7,1,2,0.36844799993394833,1
2023-07-26T15:56:54Z,R_2OImOI36dFBhkL0,324,49,4,Томская область,Other,В городе 500 тыс.-1 млн. жителей,1,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Полностью не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Пятый канал ,ТВ Центр ",Watches Channel 1,Исключительно федеральным,NA,4,NA,NA,NA,no_answer,no_answer,"Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно лучше, чем раньше","Стало значительно лучше, чем раньше",Скорее не согласны,14,1,4,1.0189108453275262,1
2023-07-26T15:57:05Z,R_2qgFbFY0eehaLD5,508,41,3,Москва,Moscow/St Petersburg,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),1,Высшее образование (бакалавриат / специалитет),1,Русские,Скорее доверяют,Скорее доверяют,no_answer,no_answer,"5
влияют на ситуацию в стране",no_answer,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Не слышали о таком,no_answer,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Не слежу,Радио,"РБК ,НТВ",Other,no_answer,0,NA,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",Скорее не согласны,9,0,0,0.32816843123509315,0
2023-07-26T15:57:11Z,R_cGAXrLqhd6B9Pjj,430,43,3,Санкт-Петербург,Moscow/St Petersburg,Санкт-Петербург,1,Высшее образование (бакалавриат / специалитет),1,Русские,Скорее доверяют,Скорее доверяют,Одобряю,Не стал бы участвовать в выборах,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Пятый канал ,ТВ Центр  ,ТНТ ,ТВ-3 ,СТС",Watches Channel 1,no_answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны,9,0,1,0.32816843123509315,1
2023-07-26T15:57:36Z,R_1mO9UScmhSdJAMn,351,52,4,Тюменская область,Other,В городе 500 тыс.-1 млн. жителей,1,Высшее образование (магистратура),1,Русские,Скорее не доверяют,Скорее не доверяют,Не одобряю,Алексей Навальный,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Очень редко,Интернет-ресурсы,Ничего из перечисленного,Other,Скорее региональным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны,13,1,2,0.2428593785317998,0
2023-07-26T15:57:44Z,R_5yuYrFF9RQ109kR,370,46,4,Самарская область,Other,В городе 500 тыс.-1 млн. жителей,1,"Неполное среднее плюс начальное профессиональное образование (ПТУ, ФЗУ, РУ без среднего образования)",2,Русские,Полностью доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,3,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Полностью не оправдано,Полностью не оправдано,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,ТНТ ,ТВ-3 ,СТС",Watches Channel 1,Скорее региональным,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Определенно, одобряю","Скорее, не одобряю",NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,Полностью согласны,14,1,4,1.0189108453275262,1
2023-07-26T15:57:51Z,R_2sSzFJBe3BMG0wj,557,33,2,Тульская область,Other,В городе 250-500 тыс. жителей,1,Высшее образование (бакалавриат / специалитет),1,Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,2,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее оправданно,Скорее не оправдано,Не слышали о таком,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Радио,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ",Watches Channel 1,В равной степени региональным и федеральным,NA,2,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны,5,1,2,0.4316494782613778,1
2023-07-26T15:58:11Z,R_2OTRByyXB2drJu1,159,30,2,Москва,Moscow/St Petersburg,Москва,2,Высшее образование (магистратура),1,Русские,Полностью доверяют,Полностью доверяют,no_answer,no_answer,3,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Скорее согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал",Watches Channel 1,Региональным,2,NA,NA,NA,NA,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше",Практически ничего не изменилось,Совершенно не согласны,7,0,2,0.36844799993394833,0
2023-07-26T15:58:11Z,R_eFhZXsdQIrTfoqZ,561,46,4,Кемеровская область,Other,В городе / поселке / селе 100 тыс. и менее жителей,1,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,3,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее не оправдано,Не слышали о таком,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Газеты и журналы (в т.ч. их электронные версии),"Россия 1/Россия 24 ,Первый канал ,НТВ ,Телеканал Звезда",Watches Channel 1,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,no_answer,"Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Полностью согласны,14,0,1,1.0189108453275262,1
2023-07-26T15:58:13Z,R_0evbOESXNHBoYvv,278,40,3,Ивановская область,Other,В городе 250-500 тыс. жителей,1,Высшее образование (бакалавриат / специалитет),1,Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране",no_answer,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,ТНТ ,СТС",Watches Channel 1,no_answer,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю",no_answer,"Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало значительно хуже, чем раньше",Скорее согласны,9,1,2,0.32816843123509315,1
2023-07-26T15:58:18Z,R_2xCTjjKodoAIeBr,440,43,3,Новосибирская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),1,Высшее образование (бакалавриат / специалитет),1,Украинцы,Совсем не доверяют,Совсем не доверяют,Не одобряю,Опустили бы недействительный бюллетень / испортили или унесли бюллетень,"5
влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Одобряю,Совершенно не согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,Ничего из перечисленного,Other,no_answer,1,NA,NA,NA,NA,"Определенно, одобряю","Определенно, одобряю","Определенно, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, и готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше",Практически ничего не изменилось,Скорее не согласны,9,0,1,0.32816843123509315,0
2023-07-31T09:46:40Z,R_12FuYUmtdv9oAKl,201,39,3,Кемеровская область,Other,В городе 500 тыс.-1 млн. жителей,1,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",no_answer,no_answer,no_answer,Не слышали о таком,Не слышали о таком,Не слышали о таком,Не слышали от таком/не знаете такого,Скорее согласны,no_answer,no_answer,Не слежу,Интернет-ресурсы,Ничего из перечисленного,Other,Федеральным,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Скорее не согласны,10,0,0,0.9991104705217911,1
2023-07-31T09:46:54Z,R_1DweRoi4djA9xDe,224,26,2,Владимирская область,Other,В городе 500 тыс.-1 млн. жителей,1,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Скорее доверяют,Скорее доверяют,Одобряю,no_answer,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,no_answer,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Очень редко,Телевидение,"ТНТ ,ТВ-3",Other,no_answer,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, не одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,Денег хватает только на самое необходимое ,"Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны,6,0,0,1.6542007026611665,1
2023-07-31T09:46:56Z,R_1g8aRVWgFltj4Hn,184,43,3,Нижегородская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),1,Высшее образование (магистратура),1,Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,4,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Совершенно оправданно,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Не одобряю,"В чем-то согласны, в чем-то нет",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,Россия 1/Россия 24,Other,Скорее федеральным,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Скорее, не одобряю","Определенно, одобряю",Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,Скорее не согласны,9,0,2,0.32816843123509315,1
2023-07-31T09:46:59Z,R_1jkQbDkIwQoe4AW,199,43,3,Рязанская область,Other,В городе 250-500 тыс. жителей,1,"Законченное среднее образование (школа, лицей, гимназия)",2,Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,3,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее не оправдано,Скорее оправданно,no_answer,"В чем-то согласны, в чем-то нет",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Узнаю новости от родственников и знакомых,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,Пятый канал ,ТНТ ,СТС",Watches Channel 1,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны,10,1,2,0.9991104705217911,1
