event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,pro_kremlin_indicator,topic,proportion,max,protest_type,unauthorized,authorized,date,month
RUS3545,20 November 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Yabloko: Russian United Democratic Party; KPRF: Communist Party of the Russian Federation; Green Alliance,6,,,0,60,,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,MBK Media,National,"On 20 November 2019, at least two dozen people took part in an authorized protest in Novosibirsk in defence of the city's green zones which may be rezoned for construction purposes. Members of Yabloko, KPRF and Green Alliance took part in the protest.",0,crowd size=at least two dozen,1652899818,0,3_environmental,0.8305996196381435,True,environmental,0,1,2019-11-20,11
RUS3035,28 August 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Krasnodar,Krasnodar,,Krasnodar,45.0448,38.976,2,Moskovskij Komsomolets,National,"On 28 August 2019, more than a hundred people took part in a protest near Krasnodar against the plans to terminate local bus route N183A.",0,crowd size=more than 100,1652899828,0,3_environmental,0.9936525205005716,True,environmental,0,0,2019-08-28,8
RUS1779,17 February 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Yabloko: Russian United Democratic Party; PARNAS: People's Freedom Party; CP: A Just Russia; Open Russia,6,,,0,60,,643,Europe,Russia,Chelyabinsk,Chelyabinskiy,,Chelyabinsk,55.154,61.4292,1,Interfax; Kommersant; Moskovskij Komsomolets; RFE/RL,National-International,"On 17 February 2019, between 250 and 700 people took part in a protest in Chelyabinsk co-organized by a number of opposition groups and parties, including Yabloko, Just Russia, PARNAS, and Open Russia. The activists called for a return to a system of direct elections of the city mayor. No incidents were reported.",0,crowd size=between 250 and 700,1683068772,0,2_economic,0.9968648121751048,True,economic,0,0,2019-02-17,2
RUS1626,03 January 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Essence of Time; Labor Group (Russia),6,,,0,60,,643,Europe,Russia,Rostov,Rostov-na-Donu,,Rostov-on-Don,47.2213,39.6939,1,Krasnaya Vesna,National,"On Thursday, January 3, 2019, around 50 activists of Essence of Time movement took part in a protest in Rostov-on-Don in opposition to the pension age reform. No incidents were reported.",0,crowd size=around 50,1683068771,0,4_legal,0.9940838506405452,True,legal,0,0,2019-01-03,1
RUS3637,30 November 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Alliance of Doctors; Health Workers (Russia),6,,,0,60,,643,Europe,Russia,Orenburg,Orenburg,,Orenburg,51.7727,55.0988,1,7x7; Argumenty I Fakty; Interfax; Kommersant; MBK Media; Meduza; Novaya Gazeta; Novye Izvestia; RBC; RFE/RL; Ura.ru; WhiteCounter; Zvezda,New media-National,"On 30 November 2019, at least 6 people, including healthcare workers, took part in a series of coordinated one person protests organized by the Alliance of Doctors and Alexei Navalny's supporters in Orenburg calling for better financing for the healthcare sector and a stop to prosecution of doctors.",0,crowd size=at least 6,1673385351,0,Other_1,0.9964862030508372,True,unclear,0,0,2019-11-30,11
RUS2941,10 August 2019,2019,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,Civilian targeting,643,Europe,Russia,Moscow,Tsentralnyy,,Moscow - Central,55.7571,37.6173,1,Meduza; BBC News; Novaya Gazeta; WhiteCounter; MediaZone; OVD Info,New media-National,"On 10 August 2019, between 50,000 and 60,000 people took part in an authorized protest in Moscow demanding free and fair access for independent candidates to the upcoming Moscow Duma election. After the authorized protest ended an unspecified number of people remained on the streets, resulting in dispersals by police using heavy-handed tactics, with several protesters injured as a result and at least 256 detained.",0,"crowd size=50,000-60,000",1652899829,0,Other_1,0.7333064249697236,True,unclear,0,2,2019-08-10,8
RUS2944,11 August 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Republic of Buryatia,Ulan-Ude,,Ulan-Ude,51.8272,107.6063,1,KPRF; Moskovskij Komsomolets,Other-National,"On 11 August 2019, an unspecified number of people took part in an authorized protest organized by the KPRF in Ulan-Ude demanding the authorities step up their effort fighting the extensive forest fires raging in Siberia for the last few weeks.",0,crowd size=no report,1652899829,0,3_environmental,0.5438240297269005,True,environmental,0,1,2019-08-11,8
RUS3866,22 December 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Labor Group (Russia),6,,,0,60,,643,Europe,Russia,Moscow,Tsentralnyy,,Moscow - Central,55.7571,37.6173,1,Novaya Gazeta,National,"On 22 December 2019, at least 3 activists, including science workers, took part in coordinated one person protests in Moscow, demanding the release of an anarchist Moscow State University student who is being accused of extremism and has been in custody since February.",0,crowd size=at least 3,1649875467,0,3_environmental,0.5816751501859275,True,environmental,0,0,2019-12-22,12
RUS2191,10 April 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Kursk,Kurchatov,,Kurchatov,51.6555,35.6774,1,Kursk TV,Subnational,"On 10 April 2019, around 10 to 15 people took part in a protest organized by the KPRF in Kurchatov in support of KPRF leader Gennady Zyuganov who is embroiled in a legal battle with oligarch Oleg Deripaska. No incidents were reported.",0,crowd size=10 to 15,1652899841,0,4_legal,0.9954855361711532,True,legal,0,0,2019-04-10,4
RUS3268,05 October 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Sakha,Yakutsk,,Yakutsk,62.0339,129.7331,1,Yakutia Info; Meduza; RFE/RL,Subnational-National,"On 5 October 2019, about 60 people took part in an authorized protest in Yakutsk in solidarity with Alexander Gabushev, a self-proclaimed shaman who aims to 'exorcise' Putin's influence from the Kremlin.",0,crowd size=about 60,1652899824,0,Other_1,0.6215007728292017,True,unclear,0,1,2019-10-05,10
RUS1806,23 February 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),LDPR: Liberal Democratic Party of Russia,6,,,0,60,,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,1,Kursk.com,Subnational,"On 23 February 2019, more than 40 people took part in an authorized protest organized by the LDPR in Kursk in opposition to the hikes to the heating fees in the region and the general rise in the living costs. No incidents were reported.",0,crowd size=more than 40,1683068772,0,2_economic,0.9955518986310112,True,economic,0,1,2019-02-23,2
RUS3664,01 December 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Volgograd,Volgograd,,Volgograd,48.7194,44.5018,1,Caucasian Knot,National,"On 1 December 2019, about 300 cheated housing interest holders took part in a protest in Volgograd, calling for the resignation of the region's governor, alleging that he failed to address the issues affecting cheated housing interest holders.",0,crowd size=about 300,1652899816,0,6_social,0.5689572732911827,True,social,0,0,2019-12-01,12
RUS3136,19 September 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Oryol,Oryol,,Oryol,52.9624,36.1021,1,MBK Media,National,"On 19 September 2019, about 700 people took part in an authorized protest in Oryol against Leonid Muzalevsky, speaker of the regional parliament and region secretary of United Russia, demanding he resign for his 'anti-people' policies.",0,crowd size=about 700,1652899826,0,1_cultural,0.7337348078928417,True,cultural,0,1,2019-09-19,9
RUS3606,28 November 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Moscow,Tsentralnyy,,Moscow - Central,55.7571,37.6173,1,Novaya Gazeta,National,"On 28 November 2019, at least 3 people took part in coordinated one person protests in central Moscow calling for a stop to cuts to the healthcare following the death of a 1 year old girl whose surgeon was fired before performing a crucial surgery.",0,crowd size=at least 3,1652899817,0,3_environmental,0.5983390243946318,True,environmental,0,0,2019-11-28,11
RUS3095,06 September 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation; Labor Group (Russia),6,,,0,60,,643,Europe,Russia,Tomsk,Tomsk,,Tomsk,56.4977,84.9744,1,TV2; KPRF,Other-Subnational,"On 6 September 2019, an unspecified number of people took part in an authorized protest organized by the KPRF in Tomsk in support of local municipal utility workers who are demanding the repayment of wage arrears and in support of free and fair access to local elections and KPRF's candidates.",0,crowd size=no report,1652899827,0,Other_1,0.5906375109067019,True,unclear,0,1,2019-09-06,9
RUS2428,18 May 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,1,46tv.ru,Subnational,"On 18 May 2019, around 50 people took part in a protest in Kursk in opposition to animal abuse. No incidents were reported.",0,crowd size=about 50,1652899837,0,4_legal,0.9914198058035724,True,legal,0,0,2019-05-18,5
RUS3320,13 October 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Saint Petersburg,Moskovskiy,,St. Petersburg - Moskovsky,59.8155,30.3083,1,MBK Media,National,"On 13 October 2019, about 100 people took part in a protest in Saint Petersburg against the plans to demolish the Saint Petersburg Sports and Concert Complex.",0,crowd size=about 100,1652899823,0,3_environmental,0.5357664768046005,True,environmental,0,0,2019-10-13,10
RUS1951,17 March 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),CP: A Just Russia; KPRF: Communist Party of the Russian Federation; NPSR: People's Patriotic Union of Russia; Vesna,6,,,0,60,,643,Europe,Russia,Kostroma,Kostroma,,Kostroma,57.7665,40.9269,1,7x7; KPRF,Other-National,"On 17 March 2019, at least 300 people reportedly took part in a protest organized by the KPRF in Kostroma in opposition to the 'anti-social' policies allegedly enacted by the government, singling out the rubbish reform and rising living costs. The protest was also attended by members of Vesna, a Just Russia, and NPSR. No incidents were reported.",0,crowd size=at least 300,1680636678,1,2_economic,0.9307402284330726,True,economic,0,0,2019-03-17,3
RUS2793,15 July 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),AI: Amnesty International; HRC: Human Rights Centre Memorial,6,,,0,60,,643,Europe,Russia,Moscow,Tsentralnyy,,Moscow - Central,55.7571,37.6173,1,Amnesty International; Caucasian Knot,Other-National,"On 15 July 2019, about 10 activists took part in an authorized protest organized by Amnesty International in central Moscow - Central in memory of the head of Grozny headquarters of Human Rights Centre Memorial Natalia Estemirov, who was murdered 10 years ago, criticizing the authorities for failing to bring those responsible to justice.",0,crowd size=about 10,1682436933,0,1_cultural,0.7313735402152116,True,cultural,0,1,2019-07-15,7
RUS3447,03 November 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Health Workers (Russia),6,,,0,60,,643,Europe,Russia,Kurgan,Kurgan,,Kurgan,55.45,65.3333,1,RFE/RL; SOTA Vision,National-International,"On 3 November 2019, about 20 health workers and activists took part in an authorized protest in Kurgan against the plans to close down a local antitubercular health centre.",0,crowd size=about 20,1652899820,0,2_economic,0.9939749711937476,True,economic,0,1,2019-11-03,11
RUS3087,04 September 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Republic of Bashkortostan,Sterlitamak,,Sterlitamak,53.6246,55.9501,1,KPRF,Other,"On 4 September 2019, more than 100 people took part in a protest organized by the KPRF in Sterlitamak in support of KPRF's candidates in the local elections.",0,crowd size=more than 100,1652899827,0,2_economic,0.579882480533951,True,economic,0,0,2019-09-04,9
RUS3881,26 December 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Yabloko: Russian United Democratic Party,6,,,0,60,,643,Europe,Russia,Republic of Tatarstan,Kazan,,Kazan,55.7887,49.1221,1,Kommersant,National,"On 26 December 2019, an unspecified number of Yabloko activists took part in a series of coordinated one person protests in Kazan demanding the resignation of the local police chief after videos surfaced of police utilizing school children for crowd dispersal training exercises.",0,crowd size=no report,1649875466,0,3_environmental,0.9231405426148712,True,environmental,0,0,2019-12-26,12
RUS2301,27 April 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Bashkortostan,Blagoveshchenskiy,,Blagoveshchensk,55.0429,55.9724,1,Media Korset,Subnational,"On 27 April 2019, around 150 people (organizers' claim) took part in a protest in Blagoveshchensk in Bashkortostan calling upon the authorities to improve the infrastructure in the district. No incidents were reported.",0,crowd size=around 150,1652899840,0,2_economic,0.9950317653105958,True,economic,0,0,2019-04-27,4
RUS2038,24 March 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Krasnodar,Sochi,,Sochi,43.5992,39.7257,1,Caucasian Knot,Subnational,"On 24 March 2019, around 300 housing share holders took part in a protest in Sochi in opposition to the authorities' plans to demolish housing projects that were constructed without the necessary permits. Part of the attendees supported the authorities' plans however, but called for reimbursements for share holders. No incidents were reported.",0,crowd size=around 300,1652899842,0,2_economic,0.6317736269202581,True,economic,0,0,2019-03-24,3
RUS3242,29 September 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Kalmykia,Elista,,Elista,46.3078,44.2558,1,RFE/RL,International,"On 29 September 2019, about 500 people took part in an authorized protest in Elista against the plans to appoint Dmitry Trapeznikov, an ex-Donetsk People's Republic separatist functionary, as the city's mayor.",0,crowd size=about 500,1652899825,0,4_legal,0.9359628579840216,True,legal,0,1,2019-09-29,9
RUS1826,23 February 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Rostov,Rostov-na-Donu,,Rostov-on-Don,47.2213,39.6939,1,Panorama Rostov,Subnational,"On 23 February 2019, more than 100 people took part in a protest organized by the Communist Party in Rostov-on-Don, covering a broad range of topics, from the deterioration of the ecological situation and the rubbish reform, to support for unrestricted internet access and calls for the authorities to secure investment to finish the construction of housing projects that were paid for by tenants. No incidents were reported.",0,crowd size=more than 100,1683068772,0,2_economic,0.6349357848834977,True,economic,0,0,2019-02-23,2
RUS3794,14 December 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Republic of Sakha,Yakutsk,,Yakutsk,62.0339,129.7331,1,KPRF,Other,"On 14 December 2019, about 10 KPRF activists took part in an authorized protest in Yakutsk in support of KPRF leaders Pavel Grudinin and Sergei Levchenko (who announced his resignation this week) who, they claim, are victims of a targeted harassment campaign from the authorities and the media, against the socio-economic policies of the government, calling for its resignation.",0,crowd size=about 10,1649875469,0,Other_1,0.9967276704453836,True,unclear,0,1,2019-12-14,12
RUS2690,06 July 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Health Workers (Russia),6,,,0,60,,643,Europe,Russia,Perm,Permskiy,,Perm,58.0174,56.2855,1,MediaZone,National,"On 6 July 2019, at least 3 activists and health workers took part in coordinated one-person protests in Perm in support of Elina Sushkevich, a Kaliningrad-based doctor who is accused of murdering a premature newborn. No incidents were reported.",0,crowd size=at least 3,1652899832,0,2_economic,0.7590481341273502,True,economic,0,0,2019-07-06,7
RUS2356,01 May 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Altai,Barnaul,,Barnaul,53.3606,83.7636,1,KPRF,Other,"On 1 May 2019, around 300 people took part in a protest organized by the KPRF in Barnaul. The protesters voiced criticism of the government's policies, including the rubbish and pensions age reforms.",0,crowd size=about 300,1652899839,0,2_economic,0.9950317653105958,True,economic,0,0,2019-05-01,5
RUS1750,10 February 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Samara,Samara,,Upravlencheskiy,53.3497,50.2158,1,Kommersant,National,"On 10 February 2019, around 1000 people took part in a protest in the city of Upravlencheskiy in opposition to the cuts to the local public transportation (bus) routes, calling for the regional leadership to resign in connection to the state of public transport in the region. No incidents were reported.",0,crowd size=around 1000,1683068772,0,3_environmental,0.9966867251375036,True,environmental,0,0,2019-02-10,2
RUS2874,02 August 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Altai,Klyuchevskiy,,Klyuchi,52.2514,79.1639,1,KPRF; Politsib,Other-National,"On 2 August 2019, between 100 and 200 people took part in an authorized protest organized by the KPRF in Klyuchi against the so-called rubbish reform which was being implemented without public consultations.",0,crowd size=100-200,1652899829,0,2_economic,0.928164926943958,True,economic,0,1,2019-08-02,8
RUS1978,23 March 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation; Labor Group (Russia),6,,,0,60,,643,Europe,Russia,Kirov,Kirov,,Kirov,58.5967,49.6601,1,Newsler.ru; KPRF,Other-Subnational,"On 23 March 2019, up to 300 people (claimed by organizers) took part in an authorized protest organized by the KPRF in Kirov in opposition to 'anti-social' policies allegedly being enacted by the government, including the rubbish and pensions age reforms, and general living costs increase. No incidents were reported.",0,crowd size=up to 300,1652899843,0,2_economic,0.9968648121751048,True,economic,0,1,2019-03-23,3
RUS2529,09 June 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Saint Petersburg,Kalininskiy,,St. Petersburg - Kalininsky,59.9955,30.3907,1,Kommersant,National,"On 9 June 2019, around 200 people took part in an authorized protest in Saint Petersburg against the expansion of construction projects in the local Murinsk Park. No incidents were reported.",0,crowd size=about 200,1652899835,0,3_environmental,0.9948350091203714,True,environmental,0,1,2019-06-09,6
RUS2987,17 August 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Jewish Autonomous Oblast,Birobidzhan,,Birobidzhan,48.7818,132.9213,1,KPRF,Other,"On 17 August 2019, several dozen people took part in coordinated one-person protests organized by the KPRF in Birobidzhan in solidarity with the Moscow protesters demanding free and fair access to local and regional municipal elections and the removal of mandatory municipal filters for candidates, as well as calling upon the authorities to address the poor state of local infrastructure.",0,crowd size=several dozen,1652899828,0,Other_1,0.5414945364559457,True,unclear,0,0,2019-08-17,8
RUS2738,13 July 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation; Labor Group (Russia),6,,,0,60,,643,Europe,Russia,Rostov,Krasnosulinskiy,,Krasny Sulin,47.8922,40.0704,1,Caucasian Knot; KPRF,Other-National,"On 13 July 2019, about 90 people took part in an authorized protest organized by the KPRF in Krasny Sulin in support of Pavel Grudinin, as well as against inflation, hikes to utility fees, pensions age and rubbish reforms, the poor state of local infrastructure, and other socio-economic policies of the government.",0,crowd size=about 90,1652899831,0,Other_1,0.8186986972231407,True,unclear,0,1,2019-07-13,7
RUS3115,14 September 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Kaliningrad,Slavskiy,,Slavsk,55.0448,21.6723,1,KPRF,Other,"On 14 September 2019, about 10-20 KPRF activists took part in an authorized protest in Slavsk against the socio-economic policies of the current government, high inflation, the so-called rubbish reform, and high unemployment.",0,crowd size=about 10-20,1652899827,0,2_economic,0.7338224550095936,True,economic,0,1,2019-09-14,9
RUS2953,15 August 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Yabloko: Russian United Democratic Party,6,,,0,60,,643,Europe,Russia,Republic of Tatarstan,Kazan,,Kazan,55.7887,49.1221,1,RFE/RL,International,"On 15 August 2019, at least 3 YABLOKO activists took part in coordinated one-person protests in Kazan against the policies of the ruling United Russia party.",0,crowd size=at least 3,1652899829,0,1_cultural,0.9938562516863872,True,cultural,0,0,2019-08-15,8
RUS3163,21 September 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Former Military Forces of Russia (2000-),6,,,0,60,,643,Europe,Russia,Republic of Dagestan,Makhachkala,,Makhachkala,42.9764,47.5024,1,Caucasian Knot,National,"On 21 September 2019, about 20 Afghan war veterans continued their protest in Makhachkala demanding the authorities provide the promised housing. The participants also continued their hunger strike.",0,crowd size=about 20,1652899826,1,2_economic,0.8705281666358118,True,economic,0,0,2019-09-21,9
RUS1808,23 February 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation; Labor Group (Russia),6,,,0,60,,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,KPRF; MBK Media; Rosbalt,Other-National,"On 23 February 2019, around 100 people took part in a protest organized by the Communist Party in Novosibirsk coinciding with the 101st anniversary of the establishment of the Red Army. The protesters criticized the 'antisocial' policies enacted by the government, calling for subsidized public transportation for students, as well as opposing the pensions reform and rising living costs. No incidents were reported.",0,crowd size=around 100,1683068772,0,2_economic,0.9975083293498588,True,economic,0,0,2019-02-23,2
RUS3702,08 December 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Ryazan,Ryazan,,Ryazan,54.6269,39.6916,1,KPRF,Other,"On 8 December 2019, at least 8 KPRF activists took part in a series of coordinated one person protests in Ryazan in support of KPRF leaders Pavel Grudinin and Sergei Levchenko who, they claim, are victims of a targeted harassment campaign from the authorities and the media.",0,crowd size=at least 8,1649875469,0,Other_1,0.9962062604637218,True,unclear,0,0,2019-12-08,12
RUS2533,10 June 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Novgorod,Velikiy Novgorod,,Veliky Novgorod,58.5447,31.2857,1,KPRF,Other,"On 10 June 2019, at least 5 KPRF activists took part in a protest in Veliky Novgorod in support of KPRF's 2018 presidential candidate Pavel Grudinin who is embroiled in a legal dispute with Oleg Deripaska, an aluminium tycoon. No incidents were reported.",0,crowd size=at least 5,1652899835,0,4_legal,0.9958763362945346,True,legal,0,0,2019-06-10,6
RUS2712,11 July 2019,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),Crimean Tatar Ethnic Group (Russia),6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Moscow,Tsentralnyy,,Moscow - Central,55.7571,37.6173,1,MBK Media; OVD Info; Meduza,National,"On 11 July 2019, between 42 and 55 Crimean Tatar activists and their supporters were detained during an unauthorized protest in central Moscow in support of detained Crimean Tatar Hizb ut-Tahrir members in Crimea.",0,crowd size=42-55,1652899831,0,7_war,0.5852028064751107,True,war,1,0,2019-07-11,7
RUS3502,09 November 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation; LF: Left Front,6,,,0,60,,643,Europe,Russia,Krasnodar,Krasnodar,,Krasnodar,45.0448,38.976,1,KPRF,Other,"On 9 November 2019, about two dozen KPRF and LF activists took part in an authorized protest in Krasnodar against the socio-economic policies of the government, including the garbage reform.",0,crowd size=about two dozen,1652899819,0,2_economic,0.9947232501495128,True,economic,0,1,2019-11-09,11
RUS3549,21 November 2019,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Republic of Dagestan,Makhachkala,,Makhachkala,42.9764,47.5024,1,RFE/RL; OVD Info; Caucasian Knot,National-International,"On 21 November 2019, about 70 people took part in a series of coordinated one-person protests in Makhachkala calling for an investigation into the police killing of two shepherds during a raid targeting militant groups in the region. Two protesters were detained by police before being released later that night.",0,crowd size=about 70,1652899817,0,5_political,0.9964383837583762,True,political,0,0,2019-11-21,11
RUS2389,19 January 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Tomsk,Tomsk,,Tomsk,56.4977,84.9744,1,TV2,Subnational,"On 19 January 2019, the Communist Party of the Russian Federation held a protest in Tomsk demanding to reduce public transport fees and introduce a reduced rate for students.",0,crowd size=no report,1649875512,0,6_social,0.8077090552283479,True,social,0,0,2019-01-19,1
RUS2833,24 July 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Saint Petersburg,Tsentralnyy,,St. Petersburg - Tsentralny,59.9324,30.3654,1,RFE/RL; OVD Info; Novaya Gazeta; Meduza,National-International,"On 24 July 2019, about 3000 people took part in an authorized protest in Saint Petersburg in support of free and fair elections following allegations of electoral interference by local authorities.",0,crowd size=about 3000,1652899830,0,Other_1,0.9944317952003604,True,unclear,0,1,2019-07-24,7
RUS2354,01 May 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,,643,Europe,Russia,Amur,Blagoveshchensk,,Blagoveshchensk,50.2796,127.5405,3,KPRF,Other,"On 1 May 2019, several hundred people took part in a series of protests organized by the KPRF in Amur Oblast. The protesters voiced criticism of the government's policies, including the rubbish and pensions age reforms.",0,crowd size=several hundred,1652899839,0,4_legal,0.995260977284416,True,legal,0,0,2019-05-01,5
RUS3263,04 October 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),Ingush Ethnic Group (Russia),6,,,0,60,,643,Europe,Russia,Saint Petersburg,Tsentralnyy,,St. Petersburg - Tsentralny,59.9324,30.3654,1,RFE/RL,International,"On 4 October 2019, at least 5 activists took part in a series of coordinated one-person protests in central Saint Petersburg in support of Ingush activists who are being prosecuted in connection to a series of protests in Magas in March.",0,crowd size=at least 5,1652899824,0,1_cultural,0.9954642515142592,True,cultural,0,0,2019-10-04,10
RUS3409,30 October 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Volgograd,Volgograd,,Volgograd,48.7194,44.5018,1,Caucasian Knot,National,"On 30 October 2019, about 50 people took part in a an authorized protest in Volgograd in remembrance of the victims of political repression, and in support of present-day political prisoners.",0,crowd size=about 50,1652899820,0,5_political,0.9936605462510146,True,political,0,1,2019-10-30,10
RUS3437,03 November 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Krasnodar,Novorossiysk,,Gayduk,44.7829,37.6934,1,Caucasian Knot,Subnational,"On 3 November 2019, an unspecified number of people took part in a protest in the village of Gayduk against the plans to construct a new steel mill in the region.",0,crowd size=no report,1652899820,0,3_environmental,0.9941025783454716,True,environmental,0,0,2019-11-03,11
RUS1722,03 February 2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Komi,Syktyvkar,,Syktyvkar,61.6764,50.8099,1,Komsomolskaya Pravda,National,"On Sunday, February 3, 2019, around 600 people took part in a protest in Syktyvkar in opposition to the rubbish collection reform. No incidents were reported.",0,crowd size=around 600,1683068772,0,2_economic,0.993515175093206,True,economic,0,0,2019-02-03,2
