"event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","pro_kremlin_indicator","topic","proportion","max","protest_type","unauthorized","authorized","date","month_year"
"RUS8983","08 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","NOD: National Liberation Movement",6,"","",0,60,"",643,"Europe","Russia","Moscow","","","Moscow",55.7522,37.6156,1,"RIA Novosti","National","On 8 October 2022, pro-government NOD activists staged a protest in front of the American embassy in Moscow, demanding the resignation of Joe Biden and the withdrawal of NATO troops from the post-Soviet space.",0,"crowd size=no report",1666116036,1,"1_cultural",0.88473903649585,TRUE,"cultural",0,0,2022-10-08,"2022-10"
"RUS8982","08 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","LDPR: Liberal Democratic Party of Russia",6,"","",0,60,"",643,"Europe","Russia","Orenburg","Orenburg","","Orenburg",51.7727,55.0988,1,"Ural56.ru","Subnational","On 8 October 2022, around 100 people gathered in Orenburg, protesting against the dismissal of the director of the regional cadet school. The protest was organized by two LDPR deputies.",0,"crowd size=around 100",1666116036,0,"6_social",0.496827314503952,TRUE,"social",0,0,2022-10-08,"2022-10"
"RUS8977","08 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Republic of Karachay-Cherkessia","Urupskiy","","Mednogorsky",43.9149,41.1816,1,"RIA Novosti","National","On 8 October 2022, residents gathered in Mednogorsky to participate in a concert-rally in support of the Russian army and the war in Ukraine. The head of the local administration spoke at the event.",0,"crowd size=no report",1680633800,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-10-08,"2022-10"
"RUS8979","08 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Former Military Forces of Russia (2000-); Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Yamalo-Nenets","Novyy Urengoy","","Novy Urengoy",66.0842,76.6629,1,"Ura.ru; Yamal Media","Subnational-National","On 8 October 2022, around 500 residents gathered in Novy Urengoy to participate in a concert-rally in support of the Russian military invasion of Ukraine. A city council representatives and the head of the veterans' council spoke at the event.",0,"crowd size=around 500",1680633870,1,"7_war",0.711208632269682,TRUE,"war",0,0,2022-10-08,"2022-10"
"RUS8973","07 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Smolensk","Smolensk","","Smolensk",54.7818,32.0401,1,"Komsomolskaya Pravda","National","On 7 October 2022, residents gathered in Smolensk to participate in a government-organized concert-rally in support of the Russian president and armed forces. The governor of the region spoke at the event.",0,"crowd size=no report",1665508789,0,"7_war",0.932030170970677,TRUE,"war",0,0,2022-10-07,"2022-10"
"RUS8972","07 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); Students (Russia)",6,"","",0,60,"",643,"Europe","Russia","Republic of Dagestan","Makhachkala","","Makhachkala",42.9764,47.5024,1,"RFE/RL","International","On 7 October 2022, residents gathered in Makhachkala to participate in a government-organized concert rally in support of Russian president Vladimir Putin. Many participants were public sector employees and students pressured to join the event by the administration.",0,"crowd size=no report",1665508790,0,"7_war",0.606358864749777,TRUE,"war",0,0,2022-10-07,"2022-10"
"RUS8965","04 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Tyumen","Tyumen","","Tyumen",57.1522,65.5272,1,"72.ru","Subnational","On 4 October 2022, residents staged a mass picket in Tyumen, protesting against the renovation programme of the city authorities, under which their houses would be demolished. KPRF representatives took part in the event.",0,"crowd size=no report",1665508788,0,"2_economic",0.644230416194584,TRUE,"economic",0,0,2022-10-04,"2022-10"
"RUS8964","04 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","VVPOD: Young Army Cadets National Movement; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Kaluga","Kaluga","","Kaluga",54.5293,36.2754,1,"GTRK Kaluga","Subnational","On 4 October 2022, residents gathered in Kaluga to participate in a concert-rally in support of the Russia-administered 'referendums' in Donetsk, Luhansk, Zaporizhzhia and Kherson regions. Members of the pro-government Young Army Cadets National Movement spoke at the event.",0,"crowd size=no report",1665508788,1,"1_cultural",0.779833956705484,TRUE,"cultural",0,0,2022-10-04,"2022-10"
"RUS8960","03 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Republic of Sakha","Suntarskiy","","Suntar",62.1532,117.64,1,"SakhaLife","National","On 3 October 2022, residents gathered in Suntar to participate in a concert-rally in support of the Russia-administered 'referendums' in Donetsk, Luhansk, Zaporizhzhia and Kherson regions. Government officials spoke at the event.",0,"crowd size=no report",1665508790,0,"1_cultural",0.995213708850337,TRUE,"cultural",0,0,2022-10-03,"2022-10"
"RUS8956","02 October 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Republic of Chuvash","Ibresinskiy","","Ibresi",55.3077,47.0496,2,"ProGorod","National","On 2 October 2022, residents blocked a highway near Ibresi, protesting against a large number of trucks involved in the construction works there, which hinders the accessibility of the highway for the locals.",0,"crowd size=no report",1665508790,0,"3_environmental",0.74644484209297,TRUE,"environmental",0,0,2022-10-02,"2022-10"
"RUS8920","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Yaroslavl","Yaroslavl","","Yaroslavl",57.6198,39.8554,1,"1yar.tv","Subnational","On 30 September 2022, people gathered in Yaroslavl to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8905","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); ER: United Russia",6,"","",0,60,"",643,"Europe","Russia","Altai","Barnaul","","Barnaul",53.3606,83.7636,1,"AMIC","Subnational","On 30 September 2022, people gathered in Barnaul to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials and the ruling United Russia members took part in the event.",0,"crowd size=no report",1680633765,1,"1_cultural",0.996680563492574,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8917","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Tyumen","Tyumen","","Tyumen",57.1522,65.5272,1,"Argumenty I Fakty","National","On 30 September 2022, people gathered in Tyumen to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8909","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Kirov","Kirov","","Kirov",58.5967,49.6601,1,"GTRK Vyatka","Subnational","On 30 September 2022, people gathered in Kirov to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8921","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); ER: United Russia; LDPR: Liberal Democratic Party of Russia; NOD: National Liberation Movement",6,"","",0,60,"",643,"Europe","Russia","Sverdlovsk","Ekaterinburg","","Yekaterinburg",56.8519,60.6122,1,"Kommersant","National","On 30 September 2022, people gathered in Yekaterinburg to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event, as well as LDPR, ER, and NOD members.",0,"crowd size=no report",1680633765,1,"1_cultural",0.996803035216683,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8916","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Saratov","Saratov","","Saratov",51.5406,46.0086,1,"Kommersant","National","On 30 September 2022, people gathered in Saratov to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8910","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); ONF: All-Russia People's Front",6,"","",0,60,"",643,"Europe","Russia","Krasnodar","Krasnodar","","Krasnodar",45.0448,38.976,1,"Kommersant","National","On 30 September 2022, people gathered in Krasnodar to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. The rally was organized by a pro-government coalition All-Russia People's Front. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.962662834103145,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8908","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Irkutsk","Irkutsk","","Irkutsk",52.2978,104.2964,1,"Komsomolskaya Pravda","National","On 30 September 2022, people gathered in Irkutsk to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8918","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Republic of Bashkortostan","Ufa","","Ufa",54.7852,56.0456,1,"Komsomolskaya Pravda","National","On 30 September 2022, people gathered in Ufa to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8914","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Perm","Permskiy","","Perm",58.0174,56.2855,1,"KPRF","Other","On 30 September 2022, people gathered in Perm to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials and KPRF members took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996405133835411,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8919","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Volgograd","Volgograd","","Volgograd",48.7194,44.5018,1,"MTV.online","Subnational","On 30 September 2022, people gathered in Volgograd to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8913","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Moscow","","","Moscow",55.7522,37.6156,1,"Novaya Gazeta","National","On 30 September 2022, people gathered in Moscow to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials, including the president of Russia, took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996548334502525,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8912","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Kursk","Kursk","","Kursk",51.7373,36.1873,1,"Regnum","International","On 30 September 2022, people gathered in Kursk to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.905597260030781,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8915","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Rostov","Rostov-na-Donu","","Rostov-on-Don",47.2213,39.6939,1,"RIA Novosti","National","On 30 September 2022, people gathered in Rostov-on-Don to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8911","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Krasnoyarsk","Krasnoyarsk","","Krasnoyarsk",56.0184,92.8672,1,"RIA Novosti","National","On 30 September 2022, people gathered in Krasnoyarsk to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8906","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); Former Military Forces of Russia (2000-); Combat Brotherhood",6,"","",0,60,"",643,"Europe","Russia","Jewish Autonomous Oblast","Birobidzhan","","Birobidzhan",48.7818,132.9213,1,"RIA Novosti","National","On 30 September 2022, people gathered in Birobidzhan to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. The rally was organized by a veterans' organization Combat Brotherhood. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,1,"1_cultural",0.605509213067061,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8907","30 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Zabaykalskiy","Chita","","Chita",52.0317,113.5009,1,"Rossiyskaya Gazeta","National","On 30 September 2022, people gathered in Chita to participate in a concert-rally in support of the Russia-engineered 'referendums' taking place in Donetsk, Luhansk, Kherson, and Zaporizhia regions. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-30,"2022-09"
"RUS8946","29 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Republic of Tuva","Kyzyl","","Kyzyl",51.7147,94.4534,1,"TV Rain; RFE/RL","National-International","On 29 September 2022, women gathered in Kyzyl, protesting against mobilization announced in Russia on 21 September. Police dispersed the protest, arresting around 20 people.",0,"crowd size=no report",1664907089,0,"1_cultural",0.688130033120942,TRUE,"cultural",0,0,2022-09-29,"2022-09"
"RUS8904","29 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Kostroma","Kostroma","","Kostroma",57.7665,40.9269,1,"Activatica","Other","On 29 September 2022, around 40 protesters staged a demonstration in Kostroma, demanding the city administration to resolve the problems with heating and hot water.",0,"crowd size=around 40",1664907089,0,"3_environmental",0.993652520500572,TRUE,"environmental",0,0,2022-09-29,"2022-09"
"RUS8903","28 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); ER: United Russia",6,"","",0,60,"",643,"Europe","Russia","Khanty-Mansi","Surgut","","Surgut",61.2548,73.3836,1,"Muksun","Subnational","On 28 September 2022, around 300 young people, including members of the United Russia's youth branch, staged a flash mob in Surgut in support of the Russian army.",0,"crowd size=around 300",1680633765,1,"7_war",0.994471047110457,TRUE,"war",0,0,2022-09-28,"2022-09"
"RUS8881","28 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Ryazan","Ermishinskiy","","Yermish",54.766,42.2656,1,"Ryazan Pressa","Subnational","On 28 September 2022, people gathered in Yermish to participate in a rally in support of the Russian military invasion of Ukraine. Government officials took part in the event.",0,"crowd size=no report",1680633765,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-09-28,"2022-09"
"RUS8880","27 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Government of Russia (2000-); ER: United Russia",6,"","",0,60,"",643,"Europe","Russia","Novgorod","Velikiy Novgorod","","Veliky Novgorod",58.5447,31.2857,1,"53news","National","On 27 September 2022, people gathered in Veliky Novgorod to participate in a rally in support of the Russian military invasion of Ukraine. The rally was organized by the ruling United Russia party. High-level government officials took part in the event.",0,"crowd size=no report",1680633765,1,"7_war",0.996076720719222,TRUE,"war",0,0,2022-09-27,"2022-09"
"RUS8945","26 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Civilians (Russia); Journalists (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Republic of Dagestan","Makhachkala","","Makhachkala",42.9764,47.5024,1,"Caucasian Knot","National","On 26 September 2022, people gathered in Makhachkala, protesting against mobilization announced in Russia on 21 September. Policed dispersed the protest, using tear gas, tasers and rubber batons against the protesters. One journalist was violently beaten by police.",0,"crowd size=no report",1664907089,0,"1_cultural",0.85373891798872,TRUE,"cultural",0,0,2022-09-26,"2022-09"
"RUS8902","26 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Women (Russia)",6,"","",0,60,"",643,"Europe","Russia","Republic of Kabardino-Balkaria","Nalchik","","Nalchik",43.4981,43.6189,1,"Caucasian Knot","National","On 26 September 2022, around 100 people, mostly women, gathered in Nalchik, protesting against mobilization announced in Russia on 21 September.",0,"crowd size=around 100",1664907089,0,"1_cultural",0.99219633203459,TRUE,"cultural",0,0,2022-09-26,"2022-09"
"RUS8944","26 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Republic of Dagestan","Khasavyurt","","Khasavyurt",43.2509,46.5877,1,"Caucasian Knot","National","On 26 September 2022, people gathered in Khasavyurt, protesting against mobilization announced in Russia on 21 September. Policed dispersed the protest, violently beating and arresting protesters.",0,"crowd size=no report",1664907089,0,"1_cultural",0.993387395584923,TRUE,"cultural",0,0,2022-09-26,"2022-09"
"RUS8943","25 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Republic of Sakha","Yakutsk","","Yakutsk",62.0339,129.7331,1,"OVD Info; RFE/RL","National-International","On 25 September 2022, several hundred women staged a protest in Yakutsk against mobilization announced in Russia on 21 September. Police dispersed the protest, arresting a few dozen of women.",0,"crowd size=several hundred",1664907089,0,"1_cultural",0.9942630228427,TRUE,"cultural",0,0,2022-09-25,"2022-09"
"RUS8941","25 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Republic of Dagestan","Khasavyurtovskiy","","Endirei",43.1627,46.653,1,"Caucasian Knot","National","On 25 September 2022, people gathered in Endirei, protesting against mobilization announced in Russia on 21 September. Police made gun shots in the air, trying to disperse the protesters.",0,"crowd size=no report",1664907089,0,"1_cultural",0.9942630228427,TRUE,"cultural",0,0,2022-09-25,"2022-09"
"RUS8942","25 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Republic of Dagestan","Makhachkala","","Makhachkala",42.9764,47.5024,1,"Caucasian Knot","National","On 25 September 2022, around 300 people, mostly women, gathered in Makhachkala, protesting against mobilization announced in Russia on 21 September. Police dispersed the protest, violently beating protesters and arresting over 100 people. Some participants were later beaten and tortured with stun guns at the police station.",0,"crowd size=around 300",1664907089,0,"1_cultural",0.837209254205376,TRUE,"cultural",0,0,2022-09-25,"2022-09"
"RUS8901","25 September 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Women (Russia)",6,"","",0,60,"",643,"Europe","Russia","Republic of Kabardino-Balkaria","Nalchik","","Nalchik",43.4981,43.6189,1,"Caucasian Knot","National","On 25 September 2022, around 20 women gathered in Nalchik, gathered in Makhachkala, protesting against mobilization announced in Russia on 21 September.",0,"crowd size=around 20",1664907089,0,"1_cultural",0.99219633203459,TRUE,"cultural",0,0,2022-09-25,"2022-09"
"RUS8923","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Altai","Barnaul","","Barnaul",53.3606,83.7636,1,"Tayga.Info; OVD Info","National","On 24 September 2022, people gathered in Barnaul, protesting against mobilization announced in Russia on 21 September. Anti-mobilization protesters were called upon to demonstrate by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement. Police intervened, arresting at least 1 protester.",0,"crowd size=no report",1664907088,0,"1_cultural",0.996405133835411,TRUE,"cultural",0,0,2022-09-24,"2022-09"
"RUS8924","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Irkutsk","Irkutsk","","Irkutsk",52.2978,104.2964,1,"OVD Info; RFE/RL","National-International","On 24 September 2022, around 25 people gathered in Irkutsk, protesting against a mobilization announced in Russia on 21 September. Anti-mobilization protests were organized by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement. Police intervened, arresting at least 20 protesters.",0,"crowd size=around 25",1664907088,0,"1_cultural",0.952966420801991,TRUE,"cultural",0,0,2022-09-24,"2022-09"
"RUS8926","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Khabarovsk","Khabarovsk","","Khabarovsk",48.4827,135.0838,1,"RFE/RL; OVD Info","National-International","On 24 September 2022, people gathered in Khabarovsk, protesting against mobilization announced in Russia on 21 September. Anti-mobilization protests were organized by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement. Police intervened, arresting at least 3 protesters.",0,"crowd size=no report",1664907088,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-24,"2022-09"
"RUS8927","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Krasnodar","Krasnodar","","Krasnodar",45.0448,38.976,1,"Caucasian Knot; RFE/RL","Subnational-International","On 24 September 2022, at least 30 people gathered in Krasnodar, protesting against mobilization announced in Russia on 21 September. Anti-mobilization protesters were called upon to demonstrate by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement. Police intervened, arresting at least 15 protesters.",0,"crowd size=around 30",1664907088,0,"1_cultural",0.996548334502525,TRUE,"cultural",0,0,2022-09-24,"2022-09"
"RUS8928","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women in Black; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Moscow","","","Moscow",55.7522,37.6156,1,"TV Rain; RFE/RL; Feminist Anti-War Resistance","National-International","On 24 September 2022, people gathered in Moscow, protesting against mobilization announced in Russia on 21 September. Anti-mobilization protesters were called upon to demonstrate by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement (FAR). FAR activists wearing black also joined the protest, as part of the Women in Black action. Police intervened, violently beating protesters and arresting at least 401 protesters.",0,"crowd size=no report",1664907088,0,"1_cultural",0.997664664929488,TRUE,"cultural",0,0,2022-09-24,"2022-09"
"RUS8929","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Novosibirsk","Novosibirsk","","Novosibirsk",55.0415,82.9346,1,"Tayga.Info; RFE/RL; OVD Info","Subnational-National","On 24 September 2022, people gathered in Novosibirsk, protesting against mobilization announced in Russia on 21 September. Anti-mobilization protests were organized by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement. Police intervened, arresting at least 71 protesters.",0,"crowd size=no report",1664907088,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2022-09-24,"2022-09"
"RUS8930","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Perm","Permskiy","","Perm",58.0174,56.2855,1,"TV Rain; OVD Info","National","On 24 September 2022, people gathered in Perm, protesting against mobilization announced in Russia on 21 September. Anti-mobilization protesters were called upon to demonstrate by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement (FAR). Police intervened, arresting at least 28 protesters.",0,"crowd size=no report",1664907088,0,"1_cultural",0.996548334502525,TRUE,"cultural",0,0,2022-09-24,"2022-09"
"RUS8931","24 September 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","Vesna; FAR: Feminist Anti-War Resistance; Women (Russia)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Pskov","Pskov","","Pskov",57.8136,28.3496,1,"RFE/RL; OVD Info","National-International","On 24 September 2022, people gathered in Pskov, protesting against mobilization announced in Russia on 21 September. Anti-mobilization protesters were called upon to demonstrate by an opposition movement Vesna ('Spring') and the Feminist Anti-War Resistance movement. Police intervened, arresting at least 8 protesters.",0,"crowd size=no report",1664907089,0,"1_cultural",0.996405133835411,TRUE,"cultural",0,0,2022-09-24,"2022-09"
