Unnamed: 0,event_id_cnty,event_date,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,pro_kremlin_indicator,unauthorized,authorized,topic_manual,war_related,pro_regime,mention_of_authorisation,authorisation__notes,year,pred_labels,month_year,org_indicator,date,post_invasion,police_violence,election_month,federal_subject,reg_code,region_name_ru,feddis_name_en,feddis_name_ru,feddis_code
6703,RUS1790,2019-02-19,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Khakassia,Beyskiy,NA,Cheryomushki,52.858,91.415,1,Rosbalt,National,"On 19 February 2019, around 100 people took part in a protest in the town of Cheryomushki in opposition to the proposed plans to deconstruct the last remaining bridge over the Enisei river after the authorities failed to secure a maintenance contractor for the bridge. No incidents were reported.",0,crowd size=around 100,1683068772,0,0,0,,NA,NA,NA,,2019,environmental,2019-02,,2019-02-19,0,0,0,Republic of Khakassia,66,Республика Хакасия,siberian,Сибирский федеральный округ,6
3278,RUS5536,2021-01-02,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Saint Petersburg,Vyborgskiy,NA,St. Petersburg - Vyborgsky,60.0786,30.2616,1,Activatica,Other,"On 2 January 2021, people took part in a protest in St. Petersburg-Vyborgsky in defence of a historic building that is planned to be demolished.",0,crowd size=no report,1620775291,0,0,0,cultural,NA,NA,NA,,2021,cultural,2021-01,,2021-01-02,0,0,0,The City of Saint-Petersburg,29,Санкт-Петербург,north_west,Северо-Западный федеральный округ ,2
7043,RUS2100,2018-10-28,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Altai,Novoaltaysk,NA,Novoaltaysk,53.3917,83.9363,1,Altapress,Subnational,"On 28 October 2018, residents of Novoaltaysk held a rally demanding gasification in their district and called on authorities to deal with other problems, such as bad roads and poor quality of water.",0,crowd size=no report,1649285430,0,0,0,,NA,NA,NA,,2018,social,2018-10,,2018-10-28,0,0,0,Altai territory,67,Алтайский край ,siberian,Сибирский федеральный округ,6
2635,RUS6222,2021-04-15,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Krasnodar,Novorossiysk,NA,Novorossiysk,44.7243,37.7675,1,MBK Media,National,"On 15 April 2021, local residents took part in a series of coordinated 'one-person protests' in Novorossiysk against the plans to close down a local kindergarten.",0,crowd size=no report,1618949864,0,0,0,social,NA,NA,NA,,2021,social,2021-04,,2021-04-15,0,0,0,Krasnodar territory,38,Краснодарский край,south,Южный федеральный округ,3
1587,RUS7477,2022-02-09,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Moscow,Novomoskovskiy,NA,Moscow - Novomoskovsky,55.5987,37.3517,1,Activatica,Other,"On 9 February 2022, protesters gathered at a forest near Troitsk in Moscow - Novomoskovsky to oppose plans to cut down 10 hectares of a nearby forest to build a school and a highway.",0,crowd size=no report,1644949880,0,0,0,environmental,0,0,0,,2022,environmental,2022-02,,2022-02-09,0,0,0,The City of Moscow,18,Москва ,central,Центральный федеральный округ,1
8025,RUS199,2018-02-25,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Udmurt Republic,Izhevsk,NA,Izhevsk,56.8498,53.2045,1,Kommersant,National,"On 25 February 2018, the rally was held in Izhevsk to commemorate Boris Nemtsov. It was attended by around 20 people.",0,,1618568378,0,0,0,,NA,NA,NA,,2018,political,2018-02,,2018-02-25,0,0,0,Udmurt Republic,47,Удмуртская Республика,volga,Приволжский федеральный округ,4
1693,RUS7365,2021-12-28,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),Cossacks (Russia),1,16,,643,Europe,Russia,Krasnodar,Anapa,NA,Anapa,44.8849,37.3193,1,RFE/RL,International,"On 28 December 2021, protesters gathered in front of the city council in Anapa to oppose the new general plan for the city, claiming thousands of residential parcels could be confiscated and that the construction of homes would be banned in a large part of the city. With the support of police forces, Cossacks intervened in the event, beating a blogger activist and another participant of the event, in an attempt to have participants disperse.",0,crowd size=no report,1641935016,0,0,0,environmental,NA,NA,NA,,2021,environmental,2021-12,,2021-12-28,0,1,0,Krasnodar territory,38,Краснодарский край,south,Южный федеральный округ,3
8157,RUS18,2018-01-13,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of North Ossetia-Alania,Vladikavkaz,NA,Vladikavkaz,43.0367,44.6678,1,Caucasian Knot,National,"On 13 January 2018, residents of Vladikavkaz municipality held a picke protest in support of the family of Vladimir Tskaev, who died in custody after police interrogation in 2015. His family claims that he was tortured and de facto killed by law enforcers. Several policemen are under investigation regarding this matter. Around 300 individuals attended.",0,,1653503228,0,0,0,,NA,NA,NA,,2018,political,2018-01,,2018-01-13,0,0,0,Republic of North Ossetia -Alania,36,Республика Северная Осетия - Алания,south,Южный федеральный округ,3
7315,RUS1119,2018-09-02,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Rostov,Rostov-na-Donu,NA,Rostov-on-Don,47.2213,39.6939,1,161.ru,Subnational,"On Sept. 2, 2018: Citizens from the city of Rostov-on-Don protested at the intersection of Dovator Street and Garnizon Lane against the construction of a garbage processing plant. Protesters said the plant would be located too close to residential buildings in the city.",0,,1618568262,0,0,0,,NA,NA,NA,,2018,environmental,2018-09,,2018-09-02,0,0,0,Rostov region,42,Ростовская область,south,Южный федеральный округ,3
5043,RUS3686,2019-12-06,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Novosibirsk,Novosibirsk,NA,Novosibirsk,55.0415,82.9346,1,Tayga.Info,Subnational,"On 6 December 2019, at least 4 activists took part in a series of coordinated one-person protests in Novosibirsk in support of Russia's political prisoners.",0,crowd size=at least 4,1652899816,0,0,0,,NA,NA,NA,,2019,political,2019-12,,2019-12-06,0,0,0,Novosibirsk region,71,Новосибирская область,siberian,Сибирский федеральный округ,6
6023,RUS2662,2019-06-29,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Kurgan,Shadrinsk,NA,Shadrinsk,56.0852,63.6335,1,Argumenty I Fakty,National,"On 29 June 2019, at least 9 people took part in an authorized protest in Shadrinsk against the hazardous emissions from the local chemical plant, demanding a probe into its activities. No incidents were reported.",0,crowd size=at least 9,1652899832,0,0,1,,NA,NA,NA,,2019,environmental,2019-06,,2019-06-29,0,0,0,Kurgan region,57,Курганская область,ural,Уральский федеральный округ,5
1655,RUS7397,2022-01-15,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Moscow,Tsentralnyy,NA,Moscow - Central,55.7571,37.6173,1,Activatica,Other,"On 15 January 2022, three protesters gathered for coordinated 'one-person pickets' on Pushkin Square in Moscow - Central to demand free and fair elections, freedom of the press, the release of political prisoners and the dismissal of the Russian president. Another demonstrator at the nearby Red Square also stood in protest in support of political prisoners. Police intervened and detained all 4 participants of the event.",0,crowd size=4,1643135347,0,0,0,political,NA,NA,NA,,2022,political,2022-01,,2022-01-15,0,1,0,The City of Moscow,18,Москва ,central,Центральный федеральный округ,1
6349,RUS2242,2019-04-21,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Sverdlovsk,Ekaterinburg,NA,Yekaterinburg,56.8519,60.6122,1,Kommersant,National,"On 21 April 2019, an unspecified number of activists took part in a protest in Yekaterinburg in opposition to the plans to transfer the Khimmash house of culture to private ownership. No incidents were reported.",0,crowd size=unspecified,1652899840,0,0,0,,NA,NA,NA,,2019,political,2019-04,,2019-04-21,0,0,0,Sverdlovsk region,58,Свердловская область,ural,Уральский федеральный округ,5
5473,RUS3248,2019-09-30,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of North Ossetia-Alania,Pravoberezhnyy,NA,Beslan,43.1921,44.5431,1,RFE/RL,International,"On 30 September 2019, about 100 people took part in an unauthorized protest in Beslan against the territorial elections administration decision to register several United Russia candidates with prior criminal convictions.",0,crowd size=about 100,1652899825,0,1,0,,NA,NA,NA,,2019,political,2019-09,,2019-09-30,0,0,0,Republic of North Ossetia -Alania,36,Республика Северная Осетия - Алания,south,Южный федеральный округ,3
1558,RUS7526,2022-02-16,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Krasnoyarsk,Krasnoyarsk,NA,Krasnoyarsk,56.0184,92.8672,1,Tayga.Info,National,"On 16 February 2022, protesters gathered in Krasnoyarsk in support the leader of the Republic of Chechnya (a region of Russia), denouncing the family of a former judge of the Chechen Supreme Court, whose son is suspected of editing a Telegram channel critical of Chechen authorities. Demonstrators also demanded the closing of several independent Russian media.",0,crowd size=no report,1645560629,0,0,0,political,0,0,0,,2022,political,2022-02,,2022-02-16,0,0,0,Krasnoyarsk territory,68,Красноярский край,siberian,Сибирский федеральный округ,6
5169,RUS3561,2019-11-23,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Komi,Syktyvkar,NA,Syktyvkar,61.6764,50.8099,1,7x7; RFE/RL,National-International,"On 23 November 2019, about 60 people took part in an authorized protest in Syktyvkar calling upon the authorities to lift the restriction on holding protests at Syktyvkar's central square.",0,crowd size=about 60,1652899817,0,0,1,,NA,NA,NA,,2019,political,2019-11,,2019-11-23,0,0,0,Republic of Komi,20,Республика Коми ,north_west,Северо-Западный федеральный округ ,2
5034,RUS3711,2019-12-08,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Volgograd,Volgograd,NA,Volgograd,48.7194,44.5018,1,Caucasian Knot,National,"On 8 December 2019, 6 activists took part in a series of coordinated one-person protests in Volgograd calling for the release of an activist sentenced to a term in a colony-prison term for participation in the Moscow protests in the summer of 2019.",0,crowd size=6,1651181549,0,0,0,,NA,NA,NA,,2019,political,2019-12,,2019-12-08,0,0,0,Volgograd region,41,Волгоградская область,south,Южный федеральный округ,3
4124,RUS4633,2020-07-11,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Khabarovsk,Khabarovsk,NA,Khabarovsk,48.4827,135.0838,1,Meduza,National,"On 11 July 2020, between 10.000 and 35.000 people took part in an unauthorized protest in Khabarovsk in support of the LDPR governor of Khabarovsk Krai who was arrested on charges of involvement in multiple murders of several businessmen in the region and nearby territories in 2004 and 2005. His supporters maintain that the charges were politically motivated.",0,crowd size=10000-35000,1618500234,0,1,0,political,NA,NA,NA,,2020,political,2020-07,,2020-07-11,0,0,1,Khabarovsk territory,77,Хабаровский край ,far_east,Дальневосточный федеральный округ,7
1661,RUS7403,2022-01-14,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Dagestan,Makhachkala,NA,Makhachkala,42.9764,47.5024,1,Caucasian Knot,National,"On 14 January 2022, several dozen protesters gathered in front of their homes in Makhachkala to demand from local authorities that they resolve the issue of regular power outages and water cuts in their neighborhood.",0,crowd size=several dozen,1643135348,0,0,0,social,NA,NA,NA,,2022,social,2022-01,,2022-01-14,0,0,0,Republic of Daghestan,31,Республика Дагестан ,south,Южный федеральный округ,3
6787,RUS1728,2019-02-03,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Irkutsk,Ust-Ilimsk,NA,Ust-Ilimsk,57.9883,102.732,1,Moskovskij Komsomolets,National,"On Sunday, February 3, 2019, around 100 people took part in a protest calling for the resignation of the local mayor and members of his administration for alleged incompetence in the town of Ust-Ilimsk. No incidents were reported.",0,crowd size=around 100,1683068772,0,0,0,,NA,NA,NA,,2019,political,2019-02,,2019-02-03,0,0,0,Irkutsk region,69,Иркутская область,siberian,Сибирский федеральный округ,6
6725,RUS1765,2019-02-15,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Moscow,Tsentralnyy,NA,Moscow - Central,55.7571,37.6173,1,MediaZone; RFE/RL,National-International,"On 15 February 2019, at least 10 activists took part in a protest in defence of unrestricted internet in central Moscow. At least one activist was detained by police during the event.",0,crowd size=at least 10,1683068772,0,0,0,,NA,NA,NA,,2019,political,2019-02,,2019-02-15,0,1,0,The City of Moscow,18,Москва ,central,Центральный федеральный округ,1
4021,RUS4733,2020-07-25,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Primorskiy,Vladivostokskiy,NA,Vladivostok,43.1211,131.9226,1,Meduza; VL.ru,Subnational-National,"On 25 July 2020, about 300 people took part in an unauthorized protest in Vladivostok against Moscow's appointment of a new acting Khabarovsk Krai governor and in support of the previous LDPR governor of Khabarovsk Krai Sergei Furgal who was arrested on charges of involvement in multiple murders of several businessmen in the region and nearby territories in 2004 and 2005. His supporters maintain that the charges were politically motivated. Police detained 4 protesters.",0,crowd size=about 300,1618499793,0,1,0,political,NA,NA,NA,,2020,political,2020-07,,2020-07-25,0,1,1,Primorsky territory,76,Приморский край ,far_east,Дальневосточный федеральный округ,7
2140,RUS6659,2021-08-31,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Moscow,Tsentralnyy,NA,Moscow - Central,55.7571,37.6173,1,Activatica,Other,"On 31 August 2021, three activists gathered in Moscow - Central to demand the release of political prisoners in Russia. Police intervened in the event and detained all participants.",0,crowd size=3,1631040306,0,0,0,political,NA,NA,NA,,2021,political,2021-08,,2021-08-31,0,1,0,The City of Moscow,18,Москва ,central,Центральный федеральный округ,1
5854,RUS2831,2019-07-24,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Khakassia,Sayanogorsk,NA,Sayanogorsk,53.0958,91.4113,1,RTS,Subnational,"On 24 July 2019, several dozen people took part in a protest in Sayanogorsk against the rubbish reforms and the plans to install rubbish collection bins in their neighborhood.",0,crowd size=several dozen,1652899830,0,0,0,,NA,NA,NA,,2019,environmental,2019-07,,2019-07-24,0,0,0,Republic of Khakassia,66,Республика Хакасия,siberian,Сибирский федеральный округ,6
1792,RUS7251,2021-11-28,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Kursk,Kursk,NA,Kursk,51.7373,36.1873,1,7x7,National,"On 28 November 2021, approximately 50 local residents gathered at Krasny Most ('red bridge') in a park on the outskirts of Kursk to demand that a private company immediately cease demolition works on the bridge, claiming the construction was part of the region's cultural heritage.",0,crowd size=approximately 50,1638907974,0,0,0,cultural,NA,NA,NA,,2021,cultural,2021-11,,2021-11-28,0,0,0,Kursk region,8,Курская область ,central,Центральный федеральный округ,1
5673,RUS3019,2019-08-25,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Moscow,Tsentralnyy,NA,Moscow - Central,55.7571,37.6173,1,MBK Media; OVD Info,National,"On 25 August 2019, 3 activists were detained by police in Moscow while taking part in an unauthorized protest 'For Change of Power'.",0,crowd size=at least 3,1652899828,0,1,0,,NA,NA,NA,,2019,political,2019-08,,2019-08-25,0,1,0,The City of Moscow,18,Москва ,central,Центральный федеральный округ,1
1690,RUS7371,2021-12-29,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Astrakhan,Astrakhan,NA,Astrakhan,46.3497,48.0408,1,RFE/RL,International,"On 29 December 2021, protesters gathered for coordinated 'one-person pickets' in Astrakhan to denounce the decision the day earlier by Russia's Supreme Court to disband Memorial, a renowned Russian NGO founded by Soviet dissidents in the late 1980s to research political repression by Soviet authorities.",0,crowd size=no report,1641935016,0,0,0,political,NA,NA,NA,,2021,political,2021-12,,2021-12-29,0,0,0,Astrakhan region,40,Астраханская область,south,Южный федеральный округ,3
4154,RUS4602,2020-07-01,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Volgograd,Volgograd,NA,Volgograd,48.7194,44.5018,1,Caucasian Knot,National,"On 1 July 2020, 5 activists took part in a series of coordinated one-person protests in Volgograd against the proposed set of constitutional amendments which could extend Vladimir Putin's presidential term past 2024.",0,crowd size=5,1618500502,0,0,0,legal,NA,NA,NA,,2020,legal,2020-07,,2020-07-01,0,0,1,Volgograd region,41,Волгоградская область,south,Южный федеральный округ,3
1673,RUS7295,2022-01-07,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Moscow,Tsentralnyy,NA,Moscow - Central,55.7571,37.6173,1,OVD Info,National,"On 7 January 2022, at least seven protesters gathered for coordinated 'one-person pickets' in front of a monument to a Kazakh poet on Chistoprudnyy Boulevard in Moscow - Central in support of mass protests in Kazakhstan, participants of which were demanding the withdrawal from politics of the influential former president Nursultan Nazarbayev. Police intervened to disperse the event, detaining all of its participants.",0,crowd size=at least 7,1641935015,0,0,0,political,NA,NA,NA,,2022,political,2022-01,,2022-01-07,0,1,0,The City of Moscow,18,Москва ,central,Центральный федеральный округ,1
4351,RUS4393,2020-03-25,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Primorskiy,Vladivostokskiy,NA,Vladivostok,43.1211,131.9226,1,RFE/RL,International,"On 25 March 2020, about 15 people took part in a protest in Vladivostok against the proposed set of constitutional amendments that could extend Vladimir Putin's presidential term beyond 2024.",0,crowd size=about 15,1618503236,0,0,0,legal,NA,NA,NA,,2020,legal,2020-03,,2020-03-25,0,0,0,Primorsky territory,76,Приморский край ,far_east,Дальневосточный федеральный округ,7
3445,RUS5369,2020-11-16,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Republic of Dagestan,Makhachkala,NA,Makhachkala,42.9764,47.5024,2,Caucasian Knot,National,"On 16 November 2020, about 150 people took part in an unauthorized protest in the Krivaya Balka settlement on the outskirts of Makhachkala, blocking the road and demanding the authorities address the issues with electric supply in the area. Police dispersed the protesters, allegedly spraying tear gas to do so. Police officials denied that any special equipment was used. No detentions or arrests were reported.",0,crowd size=about 150,1618495068,0,1,0,social,NA,NA,NA,,2020,social,2020-11,,2020-11-16,0,1,0,Republic of Daghestan,31,Республика Дагестан ,south,Южный федеральный округ,3
6319,RUS2323,2019-05-01,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Primorskiy,Vladivostokskiy,NA,Vladivostok,43.1211,131.9226,1,RFE/RL,International,"On 1 May 2019, about 10 activists took part in a so-called 'Monstration' protest in Vladivostok, a protest involving deliberately absurdist slogans as a way of criticizing the government.",0,crowd size=about 10,1652899839,0,0,0,,NA,NA,NA,,2019,political,2019-05,,2019-05-01,0,0,0,Primorsky territory,76,Приморский край ,far_east,Дальневосточный федеральный округ,7
7084,RUS1394,2018-10-09,2,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Krasnoyarsk,Zelenogorsk,NA,Zelenogorsk,56.1124,94.5985,1,RFE/RL,International,"On 09 October 2018, residents of temporary 'emergency' housing launched a two week protest against the forced eviction of their houses by the local authorities in Zelenodolsk. Local authorities have been evicting family residing in these emergency temporary accommodation without offering any relocation.",0,,1618568296,0,0,0,,NA,NA,NA,,2018,social,2018-10,,2018-10-09,0,0,0,Krasnoyarsk territory,68,Красноярский край,siberian,Сибирский федеральный округ,6
4870,RUS3860,2019-12-22,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Irkutsk,Tulun,NA,Tulun,54.5689,100.5822,1,MBK Media,National,"On 22 December 2019, at least a dozen people who lost their housing during the floods took part in a protest in Tulun, demanding the authorities step up their reconstruction and assistance efforts.",0,crowd size=at least a dozen,1649875467,0,0,0,,NA,NA,NA,,2019,social,2019-12,,2019-12-22,0,0,0,Irkutsk region,69,Иркутская область,siberian,Сибирский федеральный округ,6
5848,RUS2841,2019-07-25,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Tatarstan,Kazan,NA,Kazan,55.7887,49.1221,1,RFE/RL,International,"On 25 July 2019, about 50 cheated housing interest holders staged a protest in Kazan demanding that local authorities assist them with securing their housing.",0,crowd size=about 50,1652899830,0,0,0,,NA,NA,NA,,2019,social,2019-07,,2019-07-25,0,0,0,Republic of Tatarstan,46,Республика Татарстан,volga,Приволжский федеральный округ,4
6643,RUS1856,2019-02-26,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Arkhangelsk,Lenskiy,NA,Urdoma,61.7482,48.5474,2,Obshchaya Gazeta; TV Rain,National,"On 26 February 2019, around 8 activists staged a protest on a road leading to the construction site of the new rubbish site being constructed near Urdoma as part of the federal rubbish reform. The protesters blocked construction vehicles from passing, claiming that both the construction of the rubbish site itself, and the road that was being used, were started illegally.",0,crowd size=around 8,1683068772,0,0,0,,NA,NA,NA,,2019,environmental,2019-02,,2019-02-26,0,0,0,Arkhangelsk region,21,Архангельская область,north_west,Северо-Западный федеральный округ ,2
2396,RUS6510,2021-06-21,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Altai,Barnaul,NA,Barnaul,53.3606,83.7636,1,Tayga.Info,National,"On 21 June 2021, approximately 100 protesters gathered in Barnaul to demand the completion of an apartment building project in which they bought property, which was allegedly being delayed by an investor close to the mayor of Barnaul.",0,crowd size=approximately 100,1624981403,0,0,0,social,NA,NA,NA,,2021,social,2021-06,,2021-06-21,0,0,0,Altai territory,67,Алтайский край ,siberian,Сибирский федеральный округ,6
4493,RUS4244,2020-03-09,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Arkhangelsk,Arkhangelsk,NA,Arkhangelsk,64.5401,40.5433,1,29.ru; RFE/RL,Subnational-International,"On 9 March 2020, several dozen people took part in an authorized protest on the Brevennik island in Arkhangelsk against the plans to construct new waste incinerators in the region.",0,crowd size=several dozen,1618503623,0,0,1,environmental,NA,NA,NA,,2020,environmental,2020-03,,2020-03-09,0,0,0,Arkhangelsk region,21,Архангельская область,north_west,Северо-Западный федеральный округ ,2
2768,RUS6068,2021-03-01,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Republic of Dagestan,Makhachkala,NA,Makhachkala,42.9764,47.5024,1,Region Online,National,"On 1 March 2021, about 200 residents of nearby towns and villages staged a protest in Makhachkala demanding the regional authorities address the issues with intermittent supply of heating gas in their area.",0,crowd size=about 200,1618489264,0,0,0,social,NA,NA,NA,,2021,social,2021-03,,2021-03-01,0,0,0,Republic of Daghestan,31,Республика Дагестан ,south,Южный федеральный округ,3
4068,RUS4684,2020-07-18,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Volgograd,Volgograd,NA,Volgograd,48.7194,44.5018,1,Caucasian Knot,National,"On 18 July 2020, about 20 people took part in a series of protests in Volgograd against the new set of constitutional amendments passed earlier in July that could extend Vladimit Putin's presidential term limits beyond 2024. The activists were taking part in protests and soliciting signatures from passers-by calling for the roll-back of the amendments.",0,crowd size=about 20,1618499992,0,0,0,legal,NA,NA,NA,,2020,legal,2020-07,,2020-07-18,0,0,1,Volgograd region,41,Волгоградская область,south,Южный федеральный округ,3
5537,RUS3186,2019-09-22,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Yaroslavl,Yaroslavl,NA,Yaroslavl,57.6198,39.8554,1,Kommersant; MBK Media,National,"On 22 September 2019, at least 4 activists took part in an authorized ecological protest in Yaroslavl against the so-called rubbish reform and the construction of new rubbish collection and recycling plants in Arkhangelsk oblast.",0,crowd size=at least 4,1652899825,0,0,1,,NA,NA,NA,,2019,environmental,2019-09,,2019-09-22,0,0,0,Yaroslavl region,17,Ярославская область,central,Центральный федеральный округ,1
4583,RUS4152,2020-02-22,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Astrakhan,Astrakhan,NA,Astrakhan,46.3497,48.0408,1,Caucasian Knot,National,"On 22 February 2020, at least 4 activists took part in a series of coordinated one person protests in Astrakhan in support of Russia's political prisoners, including those charged in the Set (Network) case.",0,crowd size=at least 4,1618504185,0,0,0,,NA,NA,NA,,2020,political,2020-02,,2020-02-22,0,0,0,Astrakhan region,40,Астраханская область,south,Южный федеральный округ,3
6204,RUS2440,2019-05-22,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Novosibirsk,Novosibirsk,NA,Novosibirsk,55.0415,82.9346,1,RBC,National,"On 22 May 2019, 15 cheated housing interest holders took part in an authorized protest in Novosibirsk calling upon the authorities to assist them in securing the completion of their housing's construction. No incidents were reported.",0,crowd size=15,1652899837,0,0,1,,NA,NA,NA,,2019,social,2019-05,,2019-05-22,0,0,0,Novosibirsk region,71,Новосибирская область,siberian,Сибирский федеральный округ,6
6762,RUS1703,2019-02-03,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Kaliningrad,Kaliningrad,NA,Kaliningrad,54.7065,20.511,1,RBC,National,"On Sunday, February 3, 2019, around 40 people took part in a protest in Kaliningrad in opposition to the rubbish collection reform. No incidents were reported.",0,crowd size=around 40,1683068772,0,0,0,,NA,NA,NA,,2019,environmental,2019-02,,2019-02-03,0,0,0,Kaliningrad region,24,Калининградская область,north_west,Северо-Западный федеральный округ ,2
2110,RUS6850,2021-09-11,1,Demonstrations,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,,643,Europe,Russia,Moscow,Tsentralnyy,NA,Moscow - Central,55.7571,37.6173,1,OVD Info,National,"On 11 September 2021, police detained four protesters who gathered at Pushkin Square in Moscow - Central to demand the repeal of the Russian law on foreign agents and to denounce a recent decision, by which Russia's largest independent television channel, TV Rain, was declared a 'foreign agent'.",0,crowd size=4,1632247002,0,0,0,legal,NA,NA,NA,,2021,legal,2021-09,,2021-09-11,0,1,1,The City of Moscow,18,Москва ,central,Центральный федеральный округ,1
2472,RUS6420,2021-05-22,1,Demonstrations,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,,643,Europe,Russia,Rostov,Krasnosulinskiy,NA,Krasny Sulin,47.8922,40.0704,1,Caucasian Knot,National,"On 22 May 2021, 13 local residents staged a protest against the installation of new cellular tower in Krasny Sulin, stating that it is too close to their housing.",0,crowd size=13,1622567477,0,0,0,environmental,NA,NA,NA,,2021,social,2021-05,,2021-05-22,0,0,0,Rostov region,42,Ростовская область,south,Южный федеральный округ,3
