data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,War-related,Pro-regime,Type,Mention of authorisation,Authorisation- notes
7665797,643,RUS5880,5880,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Orenburg,Orenburg,,Orenburg,51.7727,55.0988,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Orenburg, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 12 people. [size=no report]",0,1618491290,RUS,,,,,
7665798,643,RUS5883,5883,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Penza,Penza,,Penza,53.2007,45.0046,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Penza, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 4 people. [size=no report]",0,1618491290,RUS,,,,,
7665799,643,RUS5871,5871,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Primorskiy,Nakhodkinskiy,,Nakhodka,42.8167,132.8667,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Nakhodka, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 2 people. [size=no report]",0,1618491291,RUS,,,,,
7665800,643,RUS5902,5902,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Rostov,Taganrog,,Taganrog,47.2361,38.8968,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Taganrog, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 6 people. [size=no report]",0,1618491291,RUS,,,,,
7665801,643,RUS5889,5889,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Ryazan,Ryazan,,Ryazan,54.6269,39.6916,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Ryazan, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 16 people. [size=no report]",0,1618491291,RUS,,,,,
7665802,643,RUS5899,5899,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Bashkortostan,Sterlitamak,,Sterlitamak,53.6246,55.9501,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Sterlitamak, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 14 people. [size=no report]",0,1612892344,RUS,,,,,
7665803,643,RUS5913,5913,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Buryatia,Ulan-Ude,,Ulan-Ude,51.8272,107.6063,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Ulan-Ude, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 13 people. [size=no report]",0,1618491292,RUS,,,,,
7665804,643,RUS5836,5836,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Chuvash,Cheboksary,,Cheboksary,56.1322,47.2519,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Cheboksary, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 4 people. [size=no report]",0,1618491292,RUS,,,,,
7665805,643,RUS5905,5905,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Samara,Tolyatti,,Tolyatti,53.5303,49.3461,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Tolyatti, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 9 people. [size=no report]",0,1618491293,RUS,,,,,
7665806,643,RUS5858,5858,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Kostroma,Kostroma,,Kostroma,57.7665,40.9269,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Kostroma, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 21 people. [size=no report]",0,1618491293,RUS,,,,,
7665807,643,RUS5870,5870,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Tatarstan,Naberezhnye Chelny,,Naberezhnyye Chelny,55.7254,52.4112,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Naberezhnyye Chelny, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 8 people. [size=no report]",0,1618491294,RUS,,,,,
7665808,643,RUS5849,5849,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Kaluga,Kaluga,,Kaluga,54.5293,36.2754,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Kaluga, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 35 people. [size=no report]",0,1618491294,RUS,,,,,
7665810,643,RUS5922,5922,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Sakha,Yakutsk,,Yakutsk,62.0339,129.7331,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Yakutsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 11 people. [size=no report]",0,1618491294,RUS,,,,,
7665813,643,RUS5909,5909,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Tver,Tver,,Tver,56.8605,35.876,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Tver, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 123 people. [size=no report]",0,1618491295,RUS,,,,,
7665814,643,RUS5869,5869,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Murmansk,Murmansk,,Murmansk,68.9792,33.0925,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Murmansk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 2 people. [size=no report]",0,1618491295,RUS,,,,,
7665815,643,RUS5915,5915,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Novgorod,Velikiy Novgorod,,Veliky Novgorod,58.5447,31.2857,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Veliky Novgorod, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 5 people. [size=no report]",0,1618491295,RUS,,,,,
7665816,643,RUS5892,5892,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Mordovia,Saransk,,Saransk,54.1838,45.1749,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Saransk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 9 people. [size=no report]",0,1618491296,RUS,,,,,
7665817,643,RUS5891,5891,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Samara,Samara,,Samara,53.2001,50.15,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Samara, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 53 people. [size=no report]",0,1618491296,RUS,,,,,
7665818,643,RUS5897,5897,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Belgorod,Starooskolskiy,,Staryy Oskol,51.2966,37.8416,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Staryy Oskol, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 5 people. [size=no report]",0,1618491297,RUS,,,,,
7665819,643,RUS5872,5872,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Sverdlovsk,Nizhniy Tagil,,Nizhniy Tagil,57.9194,59.965,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Nizhniy Tagil, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 16 people. [size=no report]",0,1618491297,RUS,,,,,
7665820,643,RUS5908,5908,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Tula,Tula,,Tula,54.2021,37.6443,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Tula, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 18 people. [size=no report]",0,1618491298,RUS,,,,,
7665822,643,RUS5926,5926,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Mari El,Yoshkar-Ola,,Yoshkar-Ola,56.6369,47.8711,1,OVD Info,National,"On 31 January 2021, people took part in an unauthorized protest in Yoshkar-Ola, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 11 people. [size=no report]",0,1618491298,RUS,,,,,
7665823,643,RUS5901,5901,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Republic of Komi,Syktyvkar,,Syktyvkar,61.6764,50.8099,1,PG11.ru,Subnational,"On 31 January 2021, over 300 people took part in a protest in Syktyvkar, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as release of those detained during the protests on January 23. Police detained over 70 protesters. [size=over 300]",0,1618491298,RUS,,,,,
7665836,643,RUS5898,5898,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Stavropol,Stavropol,,Stavropol,45.0428,41.9734,1,RFE/RL,International,"On 31 January 2021, about 100 people took part in a protest in Stavropol, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained over 24 protesters. [size=about 100]",0,1618491302,RUS,,,,,
7693747,643,RUS5927,5927,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Sakhalin,Yuzhno-Sakhalinsk,,Yuzhno-Sakhalinsk,46.9541,142.736,1,Sakhalin.Info; OVD Info,Subnational-National,"On 31 January 2021, about 60 people took part in an unauthorized protest in Yuzhno-Sakhalinsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 3 people. [size=about 60]",0,1618491303,RUS,,,,,
7815273,643,RUS5815,5815,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ; Civilians (Russia); Journalists (Russia),6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,Open Media; OVD Info,National,"On 31 January 2021, about 15000 people took part in an unauthorized protest in Moscow, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 1871 people, including several journalists who were covering the event, beating many with clubs and utilizing tasers. [size=about 15000]",0,1618442041,RUS,,,,,
8424159,643,RUS5906,5906,31 January 2021,2021,1,Protests,Protest with intervention,Protesters (Russia),Navalny HQ,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Tomsk,Tomsk,,Tomsk,56.4977,84.9744,1,Open Media; OVD Info,National,"On 31 January 2021, at least 1000 people took part in an unauthorized protest in Tomsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 11 people. [size=at least 1000]",0,1629138395,RUS,,,,,
8667896,643,RUS5825,5825,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Republic of Khakassia,Abakan,,Abakan,53.7156,91.4292,1,Twitter; BBC News,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Abakan, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667897,643,RUS5828,5828,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Sverdlovsk,Asbestovskiy,,Asbest,57.0067,61.4603,1,Twitter; BBC News,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Asbest, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667898,643,RUS5833,5833,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Perm,Sivinskiy,,Berezniki,58.4674,53.9841,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Berezniki, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667899,643,RUS5834,5834,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Amur,Blagoveshchensk,,Blagoveshchensk,50.2796,127.5405,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Blagoveshchensk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667900,643,RUS5838,5838,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Vologda,Cherepovets,,Cherepovets,59.1316,37.9066,1,Twitter; BBC News,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Cherepovets, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667901,643,RUS5840,5840,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Moscow Oblast,Taldomskiy,,Dubna,56.7333,37.1666,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Dubna, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667902,643,RUS5842,5842,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Krasnodar,Gelendzhik,,Gelendzhik,44.5609,38.0799,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Gelendzhik, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667903,643,RUS5843,5843,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Udmurt Republic,Glazov,,Glazov,58.1403,52.6461,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Glazov, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667904,643,RUS5844,5844,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Republic of Altai,Gorno-Altaysk,,Gorno-Altaysk,51.9561,85.955,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Gorno-Altaysk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667905,643,RUS5845,5845,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Stavropol,Ipatovskiy,,Ipatovo,45.718,42.9036,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Ipatovo, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667906,643,RUS5850,5850,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Sverdlovsk,Kamensk-Uralskiy,,Kamensk-Uralsky,56.4237,61.9213,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Kamensk-Uralsky, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667907,643,RUS5851,5851,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Arkhangelsk,Kargopolskiy,,Kargopol,61.5068,38.9317,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Kargopol, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667908,643,RUS5852,5852,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Sverdlovsk,Karpinsk,,Karpinsk,59.7565,60.0187,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Karpinsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667909,643,RUS5856,5856,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Khabarovsk,Komsomolsk-na-Amure,,Komsomolsk-on-Amur,50.5503,137.01,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Komsomolsk-on-Amur, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667910,643,RUS5857,5857,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Moscow Oblast,Korolev,,Korolev,55.9141,37.8255,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Korolev, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667911,643,RUS5859,5859,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Arkhangelsk,Kotlas,,Kotlas,61.2412,46.6533,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Kotlas, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667912,643,RUS5865,5865,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Magadan,Magadan,,Magadan,59.5638,150.8035,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Magadan, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667913,643,RUS5868,5868,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Chelyabinsk,Miasskiy,,Miass,55.0533,60.0996,1,Twitter; BBC News,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Miass, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667914,643,RUS5877,5877,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Sverdlovsk,Novouralskiy,,Novouralsk,57.2492,60.0872,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Novouralsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667915,643,RUS5878,5878,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Kaluga,Obninsk,,Obninsk,55.0968,36.61,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Obninsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
8667916,643,RUS5881,5881,31 January 2021,2021,1,Protests,Peaceful protest,Protesters (Russia),Navalny HQ,6,,,0,60,Europe,Russia,Orenburg,Orsk,,Orsk,51.2048,58.5668,1,BBC News; Twitter,New media-Regional,"On 31 January 2021, people took part in an unauthorized protest in Orsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. [size=no report]",0,1638296433,RUS,,,,,
